Country Name,Country Code,Year,Access to electricity (% of population) - EG.ELC.ACCS.ZS,Adjusted net national income per capita (annual % growth) - NY.ADJ.NNTY.PC.KD.ZG,"Adjusted net savings, excluding particulate emission damage (% of GNI) - NY.ADJ.SVNX.GN.ZS",Adjusted savings: carbon dioxide damage (% of GNI) - NY.ADJ.DCO2.GN.ZS,Adjusted savings: natural resources depletion (% of GNI) - NY.ADJ.DRES.GN.ZS,Adjusted savings: net forest depletion (% of GNI) - NY.ADJ.DFOR.GN.ZS,Adjusted savings: particulate emission damage (% of GNI) - NY.ADJ.DPEM.GN.ZS,"Automated teller machines (ATMs) (per 100,000 adults) - FB.ATM.TOTL.P5",Broad money (% of GDP) - FM.LBL.BMNY.GD.ZS,Children out of school (% of primary school age) - SE.PRM.UNER.ZS,"Compulsory education, duration (years) - SE.COM.DURS","Cost of business start-up procedures, female (% of GNI per capita) - IC.REG.COST.PC.FE.ZS","Cost of business start-up procedures, male (% of GNI per capita) - IC.REG.COST.PC.MA.ZS",Exports of goods and services (% of GDP) - NE.EXP.GNFS.ZS,Final consumption expenditure (% of GDP) - NE.CON.TOTL.ZS,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,General government final consumption expenditure (% of GDP) - NE.CON.GOVT.ZS,Gross national expenditure (% of GDP) - NE.DAB.TOTL.ZS,Gross savings (% of GDP) - NY.GNS.ICTR.ZS,Imports of goods and services (% of GDP) - NE.IMP.GNFS.ZS,"Inflation, consumer prices (annual %) - FP.CPI.TOTL.ZG","Primary completion rate, total (% of relevant age group) - SE.PRM.CMPT.ZS",Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,"Pupil-teacher ratio, primary - SE.PRM.ENRL.TC.ZS",Renewable electricity output (% of total electricity output) - EG.ELC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption) - EG.FEC.RNEW.ZS,"School enrollment, preprimary (% gross) - SE.PRE.ENRR","School enrollment, primary (% gross) - SE.PRM.ENRR","School enrollment, secondary (% gross) - SE.SEC.ENRR",Trade (% of GDP) - NE.TRD.GNFS.ZS,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Prevalence of undernourishment (%) - SN_ITK_DEFC - 2.1.1,Proportion of population below international poverty line (%) - SI_POV_DAY1 - 1.1.1,Proportion of population covered by at least a 2G mobile network (%) - IT_MOB_2GNTWK - 9.c.1,Proportion of population covered by at least a 3G mobile network (%) - IT_MOB_3GNTWK - 9.c.1,Proportion of population using basic drinking water services (%) - SP_ACS_BSRVH2O - 1.4.1,"Unemployment rate, male (%) - SL_TLF_UEM - 8.5.2","Unemployment rate, women (%) - SL_TLF_UEM - 8.5.2","Annual production-based emissions of carbon dioxide (CO2), measured in million tonnes",Continent,Gini index (World Bank estimate) - SI.POV.GINI,Income Classification (World Bank Definition),Individuals using the Internet (% of population) - IT.NET.USER.ZS,"Life expectancy at birth, total (years) - SP.DYN.LE00.IN","Population, total - SP.POP.TOTL",Regime Type (RoW Measure Definition),Rural population (% of total population) - SP.RUR.TOTL.ZS,Total natural resources rents (% of GDP) - NY.GDP.TOTL.RT.ZS,Urban population (% of total population) - SP.URB.TOTL.IN.ZS,World Regions (UN SDG Definition),Cluster
Bahrain,BHR,2000,100.0,,12.29456407,3.952790562,4.677141587,0.000425096,0.344421634,,63.28995055,1.878970027,,,,79.18066703,60.87274221,9062898936.0,13636.41675,16.20882426,77.44780127,25.73325113,56.6284683,-0.704852953,98.78814697,,,0.0,0.0,34.09235001,104.9660263,97.56947327,135.8091353,28.75,,,100.0,,,,,18.794,Asia,,Upper-middle income,,,,Closed Autocracy,11.628,,,Northern Africa and Western Asia,2
Bahrain,BHR,2001,100.0,-4.475398271,5.121285982,3.160595857,4.448514425,0.000491476,0.34710679,,69.80637324,4.97382021,,,,73.61076132,64.09534674,8976196809.0,12868.17692,17.26048503,79.80474363,18.23996125,53.41550496,-1.207571802,96.68489075,,,0.0,0.0,33.84244919,100.6770401,97.96576691,127.0262663,28.75,,,100.0,,,,,14.078,Asia,,High income,15.03863425,74.635,697550.0,Closed Autocracy,11.631,5.92965756879996,88.369,Northern Africa and Western Asia,2
Bahrain,BHR,2002,100.0,-11.48986064,10.66566912,3.530613836,4.113655383,0.000529863,0.334407882,,72.06705552,5.241109848,,,,72.5085663,62.768771,9593510638.0,13049.90973,17.66902494,86.11650162,22.82781745,58.62506792,-0.495540139,100.5414276,,,0.0,0.0,34.89437866,100.7419815,94.30005646,131.1336342,28.75,,,100.0,,,,,15.868,Asia,,High income,18.05072089,74.822,735140.0,Closed Autocracy,11.627,5.16803136724426,88.373,Northern Africa and Western Asia,2
Bahrain,BHR,2003,100.0,7.223591251,13.82883378,3.332341769,4.170374886,0.000656622,0.303511694,,66.39631808,6.613609791,,,,72.063072,60.2296278,11074813830.0,14222.0368,17.31598197,83.96543816,25.54748531,56.02851016,1.593625498,100.1033096,0.0,,0.0,0.0,36.1251297,99.80986023,94.26097107,128.0915822,28.75,,,100.0,,,,,16.771,Asia,,High income,21.55494499,74.999,778708.0,Closed Autocracy,11.617,5.07861086037505,88.383,Northern Africa and Western Asia,2
Bahrain,BHR,2004,100.0,0.244403146,13.09899989,3.14611998,4.230334667,0.000545381,0.277724045,,58.23675583,7.120429993,9.0,,,78.60514596,63.00708267,13150159574.0,15846.50595,15.43849076,83.52701812,24.10547562,62.13216408,2.352941176,102.0471191,0.0,,0.0,0.0,38.71503067,98.38226318,95.3710022,140.73731,28.75,,,100.0,,,,,17.882,Asia,,High income,21.45868051,75.167,829846.0,Closed Autocracy,11.601,5.13036581494924,88.399,Northern Africa and Western Asia,2
Bahrain,BHR,2005,100.0,10.07509263,25.23943691,2.969014005,5.129213815,0.000434087,0.248676446,,58.50414097,9.396550179,9.0,,,83.89404821,53.79015496,15968723404.0,17959.39683,14.05673324,80.5254287,35.96634878,64.4194769,2.586206897,101.6284485,0.0,,0.0,0.0,38.42361069,95.74597931,96.20007324,148.3135251,28.75,,,100.0,,,,,19.803,Asia,,High income,21.30373351,75.326,889157.0,Closed Autocracy,11.578,6.39530095428507,88.422,Northern Africa and Western Asia,2
Bahrain,BHR,2006,100.0,5.345710279,31.46314478,2.633198561,5.569428948,0.000470757,0.226201378,,58.00548737,7.698209763,9.0,,,84.63894426,47.43848262,18504760638.0,19307.50894,12.71122009,77.82643627,42.20862228,62.46523681,2.007469655,,2.5,,0.0,0.0,37.95059967,98.41713715,96.39720917,147.1041811,31.875,,,100.0,,,,,19.42,Asia,,High income,28.24395243,75.478,958423.0,Closed Autocracy,11.548,6.99357572048179,88.452,Northern Africa and Western Asia,2
Bahrain,BHR,2007,100.0,7.010863022,36.84112129,3.219223933,5.314610854,0.000372598,0.201281438,,68.80868688,,9.0,0.7,0.7,79.67952923,43.71285408,21730000000.0,20976.44229,12.09977872,78.4261145,48.08899844,58.10552134,3.256666667,,2.5,,0.0,0.0,,,,137.7850506,31.875,,,100.0,,,,,26.77,Asia,,High income,32.91,75.625,1035924.0,Closed Autocracy,11.512,6.66928252086605,88.488,Northern Africa and Western Asia,2
Bahrain,BHR,2008,100.0,5.817753473,33.48851186,3.217196592,6.045831692,0.000573377,0.189993603,,69.59957796,,9.0,0.6,0.6,82.57734838,45.77958685,25710904255.0,23066.45098,11.29301873,80.72771094,43.72616375,63.30516277,3.526003164,,2.5,,0.0,0.0,43.76089096,,91.79231262,145.8825111,31.875,,,100.0,,,,,29.682,Asia,,High income,51.95,75.77,1114645.0,Closed Autocracy,11.47,7.37306110635038,88.53,Northern Africa and Western Asia,2
Bahrain,BHR,2009,100.0,-18.48128377,19.1225303,3.791950583,5.328692754,0.000683355,0.195703829,,82.54480989,,9.0,0.5,0.5,68.46559387,54.88784049,22938218085.0,19355.92101,13.97822783,81.03253768,28.58593099,49.49813154,2.795512836,,2.5,,0.0,0.0,48.60068893,,91.98146057,117.9637254,31.875,,,100.0,100.0,,,,28.098,Asia,,High income,53.0,75.913,1185075.0,Closed Autocracy,11.421,6.15898540586722,88.579,Northern Africa and Western Asia,2
