Country Name,Country Code,Year,Access to electricity (% of population) - EG.ELC.ACCS.ZS,Adjusted net national income per capita (annual % growth) - NY.ADJ.NNTY.PC.KD.ZG,"Adjusted net savings, excluding particulate emission damage (% of GNI) - NY.ADJ.SVNX.GN.ZS",Adjusted savings: carbon dioxide damage (% of GNI) - NY.ADJ.DCO2.GN.ZS,Adjusted savings: natural resources depletion (% of GNI) - NY.ADJ.DRES.GN.ZS,Adjusted savings: net forest depletion (% of GNI) - NY.ADJ.DFOR.GN.ZS,Adjusted savings: particulate emission damage (% of GNI) - NY.ADJ.DPEM.GN.ZS,"Automated teller machines (ATMs) (per 100,000 adults) - FB.ATM.TOTL.P5",Broad money (% of GDP) - FM.LBL.BMNY.GD.ZS,Children out of school (% of primary school age) - SE.PRM.UNER.ZS,"Compulsory education, duration (years) - SE.COM.DURS","Cost of business start-up procedures, female (% of GNI per capita) - IC.REG.COST.PC.FE.ZS","Cost of business start-up procedures, male (% of GNI per capita) - IC.REG.COST.PC.MA.ZS",Exports of goods and services (% of GDP) - NE.EXP.GNFS.ZS,Final consumption expenditure (% of GDP) - NE.CON.TOTL.ZS,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,General government final consumption expenditure (% of GDP) - NE.CON.GOVT.ZS,Gross national expenditure (% of GDP) - NE.DAB.TOTL.ZS,Gross savings (% of GDP) - NY.GNS.ICTR.ZS,Imports of goods and services (% of GDP) - NE.IMP.GNFS.ZS,"Inflation, consumer prices (annual %) - FP.CPI.TOTL.ZG","Primary completion rate, total (% of relevant age group) - SE.PRM.CMPT.ZS",Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,"Pupil-teacher ratio, primary - SE.PRM.ENRL.TC.ZS",Renewable electricity output (% of total electricity output) - EG.ELC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption) - EG.FEC.RNEW.ZS,"School enrollment, preprimary (% gross) - SE.PRE.ENRR","School enrollment, primary (% gross) - SE.PRM.ENRR","School enrollment, secondary (% gross) - SE.SEC.ENRR",Trade (% of GDP) - NE.TRD.GNFS.ZS,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Prevalence of undernourishment (%) - SN_ITK_DEFC - 2.1.1,Proportion of population below international poverty line (%) - SI_POV_DAY1 - 1.1.1,Proportion of population covered by at least a 2G mobile network (%) - IT_MOB_2GNTWK - 9.c.1,Proportion of population covered by at least a 3G mobile network (%) - IT_MOB_3GNTWK - 9.c.1,Proportion of population using basic drinking water services (%) - SP_ACS_BSRVH2O - 1.4.1,"Unemployment rate, male (%) - SL_TLF_UEM - 8.5.2","Unemployment rate, women (%) - SL_TLF_UEM - 8.5.2","Annual production-based emissions of carbon dioxide (CO2), measured in million tonnes",Continent,Gini index (World Bank estimate) - SI.POV.GINI,Income Classification (World Bank Definition),Individuals using the Internet (% of population) - IT.NET.USER.ZS,"Life expectancy at birth, total (years) - SP.DYN.LE00.IN","Population, total - SP.POP.TOTL",Regime Type (RoW Measure Definition),Rural population (% of total population) - SP.RUR.TOTL.ZS,Total natural resources rents (% of GDP) - NY.GDP.TOTL.RT.ZS,Urban population (% of total population) - SP.URB.TOTL.IN.ZS,World Regions (UN SDG Definition),Cluster
Albania,ALB,2000,100.0,,16.02109255,1.563257993,0.292709162,0.0,0.455814504,,65.46317162,4.616650105,8.0,,,20.11536376,92.42716152,3480355189.0,1126.683318,9.69235792,123.2234207,25.94104928,43.33887425,0.050018136,96.58268738,5.161290323,22.56784,96.14901632,41.44499969,44.13253021,104.1961899,71.07807922,63.45423801,80.0,,,,,,,,3.004,Europe,,Lower-middle income,,,,Electoral Autocracy,58.259,,,Europe and Northern America,0
Albania,ALB,2001,100.0,,19.44466203,1.53456116,0.214370389,0.0,0.38142777,,69.82248963,6.134490013,8.0,,,21.33343755,88.83557674,3922099471.0,1281.659393,10.62598748,123.8242583,29.50456097,45.15760713,3.10758827,96.39394379,5.714285714,21.75244,95.30831099,39.12530136,45.23442078,102.9673691,72.53716278,66.49104468,80.0,4.9,,84.0,,,,,3.221,Europe,,Lower-middle income,0.325798377,74.288,3060173.0,Electoral Autocracy,57.565,0.755950477951608,42.435,Europe and Northern America,0
Albania,ALB,2002,100.0,,15.88115834,1.688402104,0.229340575,0.0,0.366750732,,66.85224964,,8.0,,,20.94565114,91.36973554,4348070165.0,1425.124849,11.33507772,126.6337815,25.93866668,47.57948015,7.770525834,,5.714285714,,93.95398609,35.89580154,44.79486847,101.4115067,72.86855316,68.52513128,80.0,6.1,1.6,90.0,,,,,3.748,Europe,31.7,Lower-middle income,0.390081273,74.579,3051010.0,Electoral Autocracy,56.499,0.760798239531304,43.501,Europe and Northern America,0
Albania,ALB,2003,100.0,,16.77545899,1.556741276,0.230806807,0.0,0.354887519,,65.44236047,8.301289558,8.0,57.1,57.1,20.84745139,91.42890599,5611492283.0,1846.118813,11.09839691,125.3257928,26.63900665,46.17318516,0.484002612,94.44817352,5.714285714,21.49541,97.85657051,33.75170135,48.33760834,100.0051422,75.24343872,67.02063654,80.0,7.5,,90.4,,,,,4.232,Europe,,Lower-middle income,0.971900415,74.828,3039616.0,Electoral Autocracy,55.427,0.733194369383988,44.573,Europe and Northern America,0
Albania,ALB,2004,100.0,,19.71687379,1.248492816,0.248708331,0.0,0.333258935,4.227499475,68.2204083,9.07654953,8.0,32.3,32.3,22.21755127,88.41525018,7184681399.0,2373.579844,11.20590769,122.6120172,29.47267673,44.8295956,2.280019169,93.43779755,6.428571429,,97.5026757,35.93470001,49.66252136,98.1780014,74.80220795,67.04714687,80.0,8.6,,89.0,,,,,4.104,Europe,,Lower-middle income,2.420387798,75.039,3026939.0,Electoral Autocracy,54.349,0.770849476407675,45.651,Europe and Northern America,0
Albania,ALB,2005,100.0,,20.63072879,1.200392814,0.353888284,0.0,0.308828712,9.261702274,71.4176138,,8.0,31.3,31.3,23.01299011,87.97666832,8052075642.0,2673.787283,11.0312184,124.8463344,30.25591505,47.85931453,2.366581957,,7.142857143,,98.71394452,36.86830139,51.28998184,100.6760406,77.90939331,70.87230464,80.0,8.9,0.9,91.0,,,,,4.199,Europe,30.6,Lower-middle income,6.043890864,75.228,3011487.0,Electoral Democracy,53.269,1.0183823734434,46.731,Europe and Northern America,0
Albania,ALB,2006,100.0,,19.68432164,1.042206946,0.445885968,0.0,0.272184642,13.87334934,76.36566926,,8.0,22.5,22.5,25.20959682,88.15034482,8896073938.0,2972.743265,10.52724933,123.8478594,29.07798087,49.05749752,2.370728319,,7.142857143,,98.31643736,31.7098999,53.76874161,97.87570953,79.18955231,74.26709433,80.0,8.8,,96.5,,,,,3.844,Europe,,Lower-middle income,9.609991316,75.423,2992547.0,Electoral Democracy,52.185,1.32183144186644,47.815,Europe and Northern America,0
Albania,ALB,2007,100.0,,12.8573639,0.920281891,0.517005792,0.0,0.244337122,19.36569088,78.46589517,,8.0,46.1,46.1,28.24786726,92.24437006,10677321490.0,3595.037163,10.47748228,126.7063487,23.94817393,54.95419417,2.932682482,96.19241333,7.142857143,,97.48251748,32.10039902,54.83866119,96.34562683,82.20059204,83.20206143,82.5,8.3,,96.5,,90.0,15.7,16.4,3.829,Europe,,Lower-middle income,15.03611541,75.646,2970017.0,Electoral Democracy,51.098,1.76108609247365,48.902,Europe and Northern America,0
Albania,ALB,2008,100.0,,7.10288066,0.904943979,0.317165734,0.0,0.239493795,28.62945195,75.48052906,11.10173035,8.0,42.5,42.5,25.30240214,93.47269239,12881354104.0,4370.540127,10.37896602,129.2511294,17.6516112,52.14930043,3.363137574,92.39359283,7.142857143,19.4078,100.0,35.91189957,58.60955811,95.68250275,84.12509155,77.45170257,82.5,7.3,0.3,99.3,,90.0,12.5,13.7,4.272,Europe,30.0,Lower-middle income,23.86,75.912,2947314.0,Electoral Democracy,50.009,1.10999894994736,49.991,Europe and Northern America,0
Albania,ALB,2009,100.0,1.29915361,6.50849023,1.019991545,0.157641731,0.0,0.24455644,32.94081456,76.1816129,12.94225025,8.0,32.2,32.2,25.24071574,91.92871516,12044223353.0,4114.140114,11.1094361,126.4865487,17.32852957,49.85412445,2.231396835,91.05149078,16.42857143,20.17793,99.98077662,37.21519852,61.71825027,93.10456085,85.69499207,75.09484019,82.5,5.9,,,,91.0,12.1,15.6,4.254,Europe,,Upper-middle income,41.2,76.221,2927519.0,Electoral Democracy,48.924,0.605979694463314,51.076,Europe and Northern America,0
